phenotype,taxonomy rank level,NCBI taxon id,scientific name,super kingdom,Nr. runs in which the species/genus can be found,mean relative abundance,median relative abundance,SD of relative abundance
D065626,species,192843,Rhodoferax ferrireducens,Bacteria,1,0.000841128,0.000841128,
D065626,species,202258,Halobacillus sp. YIM-kkny2,Bacteria,1,0.000227638,0.000227638,
D065626,species,202267,Halomonas sp. YIM-kkny11,Bacteria,1,0.00901128,0.00901128,
D065626,species,202950,Acinetobacter baylyi,Bacteria,1,0.00234567,0.00234567,
D065626,species,203471,Tepidiphilus margaritifer,Bacteria,1,0.00426894,0.00426894,
D065626,species,206042,Pseudoalteromonas mariniglutinosa,Bacteria,1,0.00180226,0.00180226,
D065626,species,208480,Actinomyces nasicola,Bacteria,1,0.00180226,0.00180226,
D065626,species,214852,Denitrobacterium sp. CCUG 45665,Bacteria,1,0.000631126,0.000631126,
D065626,species,216931,Spiroplasma alleghenense,Bacteria,1,0.00180226,0.00180226,
D065626,species,216935,Spiroplasma culicicola,Bacteria,1,0.426953,0.426953,
D065626,species,219742,Psychrobacter adeliensis,Bacteria,1,0.000770612,0.000770612,
D065626,species,227942,Lactobacillus gastricus,Bacteria,1,0.00441,0.00441,
D065626,species,227945,Lactobacillus ultunensis,Bacteria,1,0.00603,0.00603,
D065626,species,233055,Desulfitobacterium dichloroeliminans,Bacteria,1,0.00180226,0.00180226,
D065626,species,234827,Candidatus Midichloria mitochondrii,Bacteria,1,0.000469133,0.000469133,
D065626,species,236814,Chryseobacterium formosense,Bacteria,1,0.00370739,0.00370739,
D065626,species,237446,Lactobacillus kitasatonis,Bacteria,1,0.00580248,0.00580248,
D065626,species,238834,Clostridium estertheticum,Bacteria,1,0.00180226,0.00180226,
D065626,species,246167,Vibrio crassostreae,Bacteria,1,0.000770612,0.000770612,
D065626,species,246618,Bifidobacterium thermacidophilum,Bacteria,1,0.000337979,0.000337979,
D065626,species,249188,Haemophilus pittmaniae,Bacteria,1,0.16177,0.16177,
D065626,species,252966,Mahella australiensis,Bacteria,1,0.00545435,0.00545435,
D065626,species,256325,Psychrobacter maritimus,Bacteria,1,0.000542491,0.000542491,
D065626,species,260337,beta proteobacterium HTCC379,Bacteria,1,0.000770612,0.000770612,
D065626,species,261292,Nitrosomonas sp. Is79A3,Bacteria,1,0.00180226,0.00180226,
D065626,species,264463,Anaerosporobacter mobilis,Bacteria,1,0.00180226,0.00180226,
D065626,species,266122,Lysobacter koreensis,Bacteria,1,0.000617898,0.000617898,
D065626,species,267212,Neisseria bacilliformis,Bacteria,1,0.000246276,0.000246276,
D065626,species,267746,Aneurinibacillus danicus,Bacteria,1,0.00180226,0.00180226,
D065626,species,269261,Nitratifractor salsuginis,Bacteria,1,0.000119106,0.000119106,
D065626,species,272239,Pseudoclavibacter bifida,Bacteria,1,0.000617898,0.000617898,
D065626,species,282402,Prevotella multiformis,Bacteria,1,0.00180226,0.00180226,
D065626,species,290055,[Eubacterium] fissicatena,Bacteria,1,0.00580248,0.00580248,
D065626,species,290111,Xenorhabdus ehlersii,Bacteria,1,0.000702751,0.000702751,
D065626,species,290309,Comamonas granuli,Bacteria,1,0.00016224,0.00016224,
D065626,species,294710,Proteiniphilum acetatigenes,Bacteria,1,0.00133848,0.00133848,
D065626,species,308892,Bacillus boroniphilus,Bacteria,1,0.00180226,0.00180226,
D065626,species,310514,Prevotella multisaccharivorax,Bacteria,1,0.0008112,0.0008112,
D065626,species,311333,Chryseobacterium soldanellicola,Bacteria,1,0.000617898,0.000617898,
D065626,species,314275,Alteromonas mediterranea,Bacteria,1,0.000282032,0.000282032,
D065626,species,316277,Syntrophus aciditrophicus,Bacteria,1,0.000251311,0.000251311,
D065626,species,326522,Neisseria animaloris,Bacteria,1,0.000742887,0.000742887,
D065626,species,327277,Bifidobacterium crudilactis,Bacteria,1,0.00580248,0.00580248,
D065626,species,341220,Lactonifactor longoviformis,Bacteria,1,0.00180226,0.00180226,
D065626,species,344881,Flavobacterium soli,Bacteria,1,0.0012358,0.0012358,
D065626,species,349106,Psychrobacter sp. PRwf-1,Bacteria,1,0.00180226,0.00180226,
D065626,species,349931,Clostridium cavendishii,Bacteria,1,0.0012358,0.0012358,
D065626,species,356829,Bifidobacterium tsurumiense,Bacteria,1,0.00360451,0.00360451,
D065626,species,359917,Paenibacillus sepulcri,Bacteria,1,0.000564063,0.000564063,
D065626,species,364317,Verminephrobacter eiseniae,Bacteria,1,0.000841128,0.000841128,
D065626,species,365349,Pelosinus fermentans,Bacteria,1,0.00180226,0.00180226,
D065626,species,367742,Ureibacillus composti,Bacteria,1,0.0865083,0.0865083,
D065626,species,381742,Lactobacillus camelliae,Bacteria,1,0.000742887,0.000742887,
D065626,species,387093,Sulfurovum sp. NBC37-1,Bacteria,1,0.000617898,0.000617898,
D065626,species,390842,Lactobacillus parafarraginis,Bacteria,1,0.0512273,0.0512273,
D065626,species,407188,Pelobacter seleniigenes,Bacteria,1,0.000617898,0.000617898,
D065626,species,413479,Solimonas soli,Bacteria,1,0.000617898,0.000617898,
D065626,species,415425,Flavobacterium terrae,Bacteria,1,0.0012358,0.0012358,
D065626,species,415956,Sphingobacterium composti Yoo et al. 2007,Bacteria,1,0.00180226,0.00180226,
D065626,species,416016,Flavobacterium cucumis,Bacteria,1,0.0012358,0.0012358,
D065626,species,419005,Prevotella amnii,Bacteria,1,0.00328393,0.00328393,
D065626,species,436515,Variovorax boronicumulans,Bacteria,1,0.0218693,0.0218693,
D065626,species,439703,Prevotella maculosa,Bacteria,1,0.000296872,0.000296872,
D065626,species,445961,Chryseobacterium soli,Bacteria,1,0.0012358,0.0012358,
D065626,species,449659,Lactobacillus pobuzihii,Bacteria,1,0.00360451,0.00360451,
D065626,species,450749,Veillonella sp. 6_1_27,Bacteria,1,1.90909,1.90909,
D065626,species,457392,Bacteroides sp. 3_2_5,Bacteria,1,1.17464,1.17464,
D065626,species,460870,Lactobacillus nodensis,Bacteria,1,0.000593743,0.000593743,
D065626,species,465721,Steroidobacter denitrificans,Bacteria,1,0.00360451,0.00360451,
D065626,species,467210,Lachnoanaerobaculum saburreum,Bacteria,1,0.0298826,0.0298826,
D065626,species,467976,Iamia majanohamensis,Bacteria,1,0.000469133,0.000469133,
D065626,species,468911,Lactobacillus hordei,Bacteria,1,0.000296872,0.000296872,
D065626,species,469593,Bacteroides sp. 3_1_40A,Bacteria,1,8.42176,8.42176,
D065626,species,470028,Devosia yakushimensis,Bacteria,1,0.000617898,0.000617898,
D065626,species,471511,Bifidobacterium bombi,Bacteria,1,0.000469133,0.000469133,
D065626,species,471827,Candidatus Desulforudis audaxviator,Bacteria,1,0.000227638,0.000227638,
D065626,species,472113,Geofilum rubicundum,Bacteria,1,0.00180226,0.00180226,
D065626,species,477680,Filimonas lacunae,Bacteria,1,0.00180226,0.00180226,
D065626,species,480931,Lactobacillus capillatus,Bacteria,1,0.00180226,0.00180226,
D065626,species,481722,Lactobacillus kisonensis,Bacteria,1,0.00053,0.00053,
D065626,species,489758,Hymenobacter deserti,Bacteria,1,0.000617898,0.000617898,
D065626,species,498718,Slackia equolifaciens,Bacteria,1,0.00016224,0.00016224,
D065626,species,507750,Peptoniphilus duerdenii,Bacteria,1,8.00E-05,8.00E-05,
D065626,species,508460,Cloacibacillus evryensis,Bacteria,1,0.000675959,0.000675959,
D065626,species,511435,Candidatus Azobacteroides pseudotrichonymphae,Bacteria,1,0.00180226,0.00180226,
D065626,species,516075,Providencia sneebia,Bacteria,1,0.0012358,0.0012358,
D065626,species,518643,Bifidobacterium mongoliense,Bacteria,1,0.000540915,0.000540915,
D065626,species,520083,Lactobacillus sp. KLDS 1.0716,Bacteria,1,0.00360451,0.00360451,
D065626,species,535744,Cronobacter universalis,Bacteria,1,0.000296872,0.000296872,
D065626,species,552357,Shewanella fodinae,Bacteria,1,0.00360451,0.00360451,
D065626,species,555313,Phocaeicola abscessus,Bacteria,1,0.000512017,0.000512017,
D065626,species,556499,Propionibacterium acidifaciens,Bacteria,1,0.000819793,0.000819793,
D065626,species,572036,Pedobacter luteus,Bacteria,1,0.000617898,0.000617898,
D065626,species,574963,Wandonia haliotis,Bacteria,1,0.000469133,0.000469133,
D065626,species,582475,Lysinibacillus xylanilyticus,Bacteria,1,0.00426894,0.00426894,
D065626,species,587753,Pseudomonas chlororaphis,Bacteria,1,0.000512017,0.000512017,
D065626,species,591197,Ignavibacterium album,Bacteria,1,0.00360451,0.00360451,
D065626,species,600645,Aeromonas piscicola,Bacteria,1,0.000903318,0.000903318,
D065626,species,627192,Sphingobium sp. SYK-6,Bacteria,1,0.00426894,0.00426894,
D065626,species,638619,Bifidobacterium actinocoloniiforme,Bacteria,1,0.000251311,0.000251311,
D065626,species,648794,Aeromonas rivuli,Bacteria,1,0.000227638,0.000227638,
D065626,species,652716,Prevotella sp. oral taxon 299,Bacteria,1,0.00032448,0.00032448,
D065626,species,658062,Candidatus Koribacter versatilis,Bacteria,1,0.00180226,0.00180226,
D065626,species,688867,Ohtaekwangia koreensis,Bacteria,1,0.00360451,0.00360451,
D065626,species,714549,Hydrotalea flava,Bacteria,1,0.0811099,0.0811099,
D065626,species,717609,Caldicellulosiruptor obsidiansis,Bacteria,1,0.00180226,0.00180226,
D065626,species,722472,Bradyrhizobium lablabi,Bacteria,1,0.000251311,0.000251311,
D065626,species,732236,Prevotella sp. JCM 6330,Bacteria,1,0.00180226,0.00180226,
D065626,species,741091,Rahnella sp. Y9602,Bacteria,1,0.000770612,0.000770612,
D065626,species,748811,Sulfuritalea hydrogenivorans,Bacteria,1,0.00180226,0.00180226,
D065626,species,755731,Clostridium sp. BNL1100,Bacteria,1,0.000669241,0.000669241,
D065626,species,762210,Bifidobacterium saguini,Bacteria,1,0.0973218,0.0973218,
D065626,species,796942,Stomatobaculum longum,Bacteria,1,0.0006,0.0006,
D065626,species,889268,Nannocystis pusilla,Bacteria,1,0.0012358,0.0012358,
D065626,species,907224,Peptoniphilus methioninivorax,Bacteria,1,0.000337979,0.000337979,
D065626,species,908340,Clostridium sp. HGF2,Bacteria,1,0.76065,0.76065,
D065626,species,936548,Actinomyces sp. ICM47,Bacteria,1,0.51348,0.51348,
D065626,species,937334,Caldicoprobacter faecalis,Bacteria,1,0.00180226,0.00180226,
D065626,species,944671,Lactobacillus nasuensis,Bacteria,1,0.00108183,0.00108183,
D065626,species,947013,Chryseolinea serpens,Bacteria,1,0.000309472,0.000309472,
D065626,species,983706,Bifidobacterium reuteri,Bacteria,1,0.00048672,0.00048672,
D065626,species,1004156,Candidatus Brocadia caroliniensis,Bacteria,1,0.00180226,0.00180226,
D065626,species,1005741,Saprospiraceae bacterium KMM 9006,Bacteria,1,0.000641824,0.000641824,
D065626,species,1038856,Planococcus plakortidis,Bacteria,1,0.00180226,0.00180226,
D065626,species,1055487,Methylotenera versatilis,Bacteria,1,0.00016224,0.00016224,
D065626,species,1071880,Sphingobacterium sp. CCBAU 10953,Bacteria,1,0.00180226,0.00180226,
D065626,species,1072256,Corynebacterium uterequi,Bacteria,1,0.000246276,0.000246276,
D065626,species,1077255,Agitococcus lubricus,Bacteria,1,0.000309472,0.000309472,
D065626,species,1113650,Sphingobacterium sp. NBRC 15340,Bacteria,1,0.000617898,0.000617898,
D065626,species,1113696,Halomonas sp. NBRC 100990,Bacteria,1,0.0198248,0.0198248,
D065626,species,1113709,Psychrobacter sp. NBRC 101052,Bacteria,1,0.00180226,0.00180226,
D065626,species,1113723,Alcanivorax sp. NBRC 101092,Bacteria,1,0.000451659,0.000451659,
D065626,species,1114042,Weissella sp. NBRC 107219,Bacteria,1,0.000296872,0.000296872,
D065626,species,1114874,Flavobacterium piscis,Bacteria,1,0.00108498,0.00108498,
D065626,species,1164945,Enteractinococcus sp. YIM 100602,Bacteria,1,0.00016224,0.00016224,
D065626,species,1202724,Flavobacterium akiainvivens,Bacteria,1,0.0012358,0.0012358,
D065626,species,1203555,Acidaminococcus sp. HPA0509,Bacteria,1,1.42354,1.42354,
D065626,species,1203556,Actinomyces sp. HPA0247,Bacteria,1,0.26217,0.26217,
D065626,species,1211819,Holdemania massiliensis AP2,Bacteria,1,0.37628,0.37628,
D065626,species,1302685,Chryseobacterium takakiae,Bacteria,1,0.00494318,0.00494318,
D065626,species,1350067,Microbacter margulisiae,Bacteria,1,0.00338501,0.00338501,
D065626,species,1416779,Chryseobacterium zeae,Bacteria,1,0.000469133,0.000469133,
D065626,species,1436965,Peptoniphilus stercorisuis,Bacteria,1,0.00338501,0.00338501,
D065626,species,1450648,Clostridium oryzae,Bacteria,1,0.00180226,0.00180226,
D065626,species,1494462,Lactococcus hircilactis,Bacteria,1,0.000631126,0.000631126,
D065626,species,1503961,Bacillus caseinilyticus,Bacteria,1,0.00338501,0.00338501,
D065626,species,1661055,Pseudomonas sp. NBRC 111140,Bacteria,1,0.00154122,0.00154122,
D065626,species,1661059,Pseudomonas sp. NBRC 111144,Bacteria,1,0.000770612,0.000770612,
D065626,species,1715347,Garciella sp. YIM G1-1,Bacteria,1,0.00016224,0.00016224,
D065626,species,1827099,Peptoniphilus sp. JCM 8141,Bacteria,1,0.00338501,0.00338501,
